,area_type,availability,society,total_sqft,bath,balcony,price,site_location,total_sqft_normalized,bhk
4723,Super built-up  Area,1,128.2697082088187,997.0,2.0,3.0,53.0,Camp,0.01905454267184481,2
4724,Built-up  Area,0,92.51909552223583,1457.0,2.0,3.0,60.0,Chandan Nagar,0.02785483346406229,2
4725,Super built-up  Area,1,128.2697082088187,1000.0,2.0,1.0,60.0,Dapodi,0.01911193587266362,2
4726,Plot  Area,1,128.2697082088187,1000.0,2.0,0.0,60.0,Deccan Gymkhana,0.01911193587266362,1
4727,Plot  Area,1,108.44530995002042,1500.0,3.0,2.0,88.0,Dehu Road,0.02867746934246523,1
4728,Plot  Area,1,128.2697082088187,958.0,3.0,1.0,210.0,Dhankawadi,0.018308431061200284,1
4729,Built-up  Area,1,103.42724561562883,1165.0,2.0,2.0,75.0,Dhayari Phata,0.02226856191769815,2
4730,Plot  Area,1,128.2697082088187,1200.0,7.0,3.0,169.0,Dhole Patil Road,0.022938149260584264,1
4731,Super built-up  Area,0,128.2697082088187,1787.0,3.0,2.0,123.0,Erandwane,0.03416808555413135,3
4732,Super built-up  Area,1,128.2697082088187,1288.0,2.0,1.0,70.0,Fatima Nagar,0.024621683151269346,3
4733,Super built-up  Area,1,56.76358410882713,1430.0,2.0,2.0,54.11,Fergusson College Road,0.027338294656693005,3
4734,Super built-up  Area,0,171.4589824625153,3035.0,5.0,2.0,271.0,Ganesh Peth,0.058043657094756174,3
4735,Super built-up  Area,1,128.2697082088187,750.0,1.0,1.0,25.5,Ganeshkhind,0.014329169137762813,1
4736,Plot  Area,1,100.58398246251531,900.0,2.0,1.0,115.0,Ghorpade Peth,0.017198829178703297,1
4737,Plot  Area,0,128.2697082088187,1200.0,3.0,1.0,67.77,Ghorpadi,0.022938149260584264,1
4738,Super built-up  Area,1,59.40839114262496,1500.0,2.0,1.0,78.0,Gokhale Nagar,0.02867746934246523,3
4739,Super built-up  Area,1,128.2697082088187,1230.0,2.0,2.0,66.25,Gultekdi,0.02351208126877236,2
4740,Super built-up  Area,1,112.59288109445124,780.0,1.0,1.0,55.0,Guruwar peth,0.01490310114595091,1
4741,Built-up  Area,1,106.09597995716035,1220.0,2.0,1.0,80.0,Hadapsar,0.023320770599376327,2
4742,Super built-up  Area,1,100.94530995002042,1110.0,2.0,2.0,43.0,Hadapsar Industrial Estate,0.02121635323601997,2
4743,Super built-up  Area,1,128.2697082088187,2100.0,3.0,2.0,240.0,Hingne Khurd,0.04015610950622716,3
4744,Plot  Area,1,128.2697082088187,1380.0,9.0,0.0,150.0,Jangali Maharaj Road,0.026381741309712842,1
4745,Super built-up  Area,1,128.2697082088187,1690.0,3.0,2.0,85.0,Kalyani Nagar,0.032312372060989844,3
4746,Super built-up  Area,1,49.165813943422656,1130.0,2.0,2.0,78.0,Karve Nagar,0.021598974574812038,2
4747,Super built-up  Area,0,98.7832199769325,1213.0,2.0,1.0,59.32,Karve Road,0.023186853130799105,2
4748,Super built-up  Area,1,101.27864328335374,900.0,2.0,2.0,45.0,Kasba Peth,0.017198829178703297,2
4749,Super built-up  Area,1,98.20693998421697,1199.0,2.0,1.0,85.0,Katraj,0.02291901819364466,2
4750,Plot  Area,1,128.2697082088187,5000.0,4.0,2.0,290.0,Khadaki,0.0956362036310765,1
4751,Plot  Area,1,128.2697082088187,700.0,8.0,0.0,100.0,Kharadi,0.013372615790782652,1
4752,Super built-up  Area,0,94.52455138573178,661.0,1.0,1.0,36.0,Kondhwa,0.012626504180138127,1
4753,Super built-up  Area,0,128.2697082088187,1804.0,2.0,1.0,285.0,Kondhwa Budruk,0.03449331369210461,2
4754,Super built-up  Area,1,112.59288109445124,1710.0,3.0,2.0,100.0,Kondhwa Khurd,0.03269499339978191,3
4755,Built-up  Area,1,70.05598830834354,1030.0,2.0,2.0,50.0,Koregaon Park,0.019685867880851714,2
4756,Super built-up  Area,1,74.4765614071516,1220.0,3.0,2.0,56.0,Kothrud,0.023320770599376327,3
4757,Super built-up  Area,1,128.2697082088187,1530.0,3.0,2.0,73.5,Law College Road,0.029251401350653326,3
4758,Plot  Area,0,128.2697082088187,1200.0,2.0,1.0,78.0,Laxmi Road,0.022938149260584264,1
4759,Super built-up  Area,1,128.2697082088187,2000.0,3.0,2.0,85.0,Lulla Nagar,0.03824300281226684,3
4760,Carpet  Area,1,128.2697082088187,300.0,1.0,1.0,20.0,Mahatma Gandhi Road,0.005720189014941363,1
4761,Super built-up  Area,1,116.60653270001113,1751.0,2.0,1.0,115.0,Mangalwar peth,0.03347936714430564,3
4762,Built-up  Area,1,122.11197661668707,800.0,1.0,0.0,170.0,Manik Bagh,0.015285722484742975,1
4763,Super built-up  Area,1,106.94530995002042,1255.0,2.0,2.0,79.0,Market yard,0.02399035794226244,2
4764,Super built-up  Area,0,108.75648246251531,1778.0,3.0,2.0,122.0,Model colony,0.033995905951674926,3
4765,Super built-up  Area,1,94.38169424287464,1100.0,2.0,1.0,45.0,Mukund Nagar,0.02102504256662394,2
4766,Super built-up  Area,1,101.09597995716035,1480.0,2.0,2.0,65.0,Mundhawa,0.028294848003673163,2
4767,Super built-up  Area,0,137.41699123125767,1358.0,2.0,1.0,81.0,Nagar Road,0.025960857837041572,2
4768,Built-up  Area,1,98.27864328335374,580.0,1.0,1.0,27.0,Nana Peth,0.011076887758030266,1
4769,Super built-up  Area,0,104.27864328335374,1197.0,2.0,1.0,63.0,Narayan Peth,0.02288075605976545,2
4770,Plot  Area,1,128.2697082088187,1200.0,2.0,1.0,170.0,Narayangaon,0.022938149260584264,1
4771,Super built-up  Area,1,116.0878466555601,1705.0,3.0,1.0,110.0,Navi Peth,0.03259933806508389,3
4772,Built-up  Area,0,40.03784155781442,1310.0,2.0,1.0,37.83,Padmavati,0.025042566623940617,3
4773,Super built-up  Area,0,104.76106199000408,1132.0,2.0,0.0,67.9,Parvati Darshan,0.021637236708691245,2
4774,Plot  Area,1,128.2697082088187,1200.0,3.0,0.0,140.0,Pashan,0.022938149260584264,1
4775,Built-up  Area,1,128.2697082088187,814.0,2.0,1.0,55.0,Paud Road,0.015553557421897419,2
4776,Super built-up  Area,1,97.20552766924018,1575.0,3.0,2.0,90.0,Pirangut,0.030112299362935472,3
4777,Super built-up  Area,1,98.51909552223583,1302.0,2.0,1.0,66.0,Prabhat Road,0.024889518088423792,2
4778,Plot  Area,1,128.2697082088187,1800.0,8.0,1.0,175.0,Pune Railway Station,0.03441678942434619,1
4779,Super built-up  Area,0,152.24479064667486,2006.8,4.0,2.0,196.0,Rasta Peth,0.03837309406745614,3
4780,Built-up  Area,1,128.2697082088187,1100.0,2.0,2.0,44.0,Raviwar Peth,0.02102504256662394,2
4781,Plot  Area,1,128.2697082088187,2400.0,5.0,2.0,400.0,Sadashiv Peth,0.045895429588108126,1
4782,Super built-up  Area,1,128.2697082088187,830.0,2.0,2.0,37.0,Sahakar Nagar,0.015859654492931072,2
4783,Built-up  Area,1,59.40839114262496,435.0,1.0,1.0,19.5,Salunke Vihar,0.008302883051787798,1
4784,Super built-up  Area,1,113.77864328335374,1590.0,3.0,0.0,120.0,Sasson Road,0.03039926536702952,3
4785,Built-up  Area,0,40.03784155781442,1140.0,2.0,1.0,33.06,Satara Road,0.02179028524420807,2
4786,Super built-up  Area,1,90.54398246251532,1090.0,2.0,2.0,59.8,Senapati Bapat Road,0.020833731897227908,2
4787,Super built-up  Area,1,109.83398246251531,1922.0,3.0,3.0,106.0,Shaniwar Peth,0.03675077959097779,3
4788,Super built-up  Area,1,84.79039744909315,965.0,2.0,1.0,67.0,Shivaji Nagar,0.018442348529777507,2
4789,Super built-up  Area,1,128.2697082088187,883.0,2.0,1.0,40.95,Shukrawar Peth,0.016873601040730043,2
4790,Super built-up  Area,1,70.15798997858018,1062.0,2.0,1.0,42.47,Sinhagad Road,0.02029806202291902,2
4791,Super built-up  Area,1,75.59618597001224,1358.0,2.0,1.0,43.1,Swargate,0.025960857837041572,3
4792,Super built-up  Area,0,104.76106199000408,1108.0,2.0,1.0,87.0,Tilak Road,0.021178091102140768,2
4793,Super built-up  Area,0,98.20224561562884,1197.0,2.0,1.0,79.0,Uruli Devachi,0.02288075605976545,2
4794,Super built-up  Area,0,102.11197661668707,1190.0,2.0,1.0,50.0,Vadgaon Budruk,0.022746838591188232,2
4795,Super built-up  Area,1,259.9114573133415,3754.0,6.0,2.0,430.0,Wadgaon Sheri,0.07179889422433089,4
4796,Super built-up  Area,0,100.69679064667483,1749.0,3.0,1.0,117.0,Viman Nagar,0.03344110501042643,3
4797,Plot  Area,1,146.7089824625153,1750.0,3.0,2.0,215.0,Vishrant Wadi,0.033460236077366035,1
4798,Super built-up  Area,0,128.2697082088187,1691.0,3.0,2.0,104.0,Wagholi,0.03233150312792944,3
4799,Built-up  Area,1,97.20552766924018,1449.0,3.0,2.0,100.0,Wakadewadi,0.027701784928545466,3
4800,Built-up  Area,1,120.38169424287464,1400.0,2.0,1.0,80.0,Warje,0.026764362648504906,2
4801,Super built-up  Area,0,128.2697082088187,1310.0,2.0,1.0,37.83,Yerawada,0.025042566623940617,3
4802,Built-up  Area,0,128.2697082088187,1100.0,2.0,1.0,48.0,Alandi Road,0.02102504256662394,2
4803,Super built-up  Area,1,128.2697082088187,1230.0,2.0,2.0,53.51,Ambegaon Budruk,0.02351208126877236,3
4804,Super built-up  Area,1,115.69744179092022,1750.0,3.0,2.0,130.0,Anandnagar,0.033460236077366035,3
4805,Super built-up  Area,1,136.43009787895383,1450.0,3.0,2.0,100.0,Aundh,0.027720915995485068,3
4806,Super built-up  Area,1,102.7643745864898,1810.0,3.0,2.0,126.0,Aundh Road,0.034608100093742225,3
4807,Super built-up  Area,1,78.68096544545826,1246.0,2.0,1.0,62.3,Balaji Nagar,0.023818178339806012,2
4808,Super built-up  Area,1,103.95312281430321,1420.0,3.0,2.0,85.0,Baner,0.027146983987296973,3
4809,Super built-up  Area,0,184.1800774875051,2658.0,5.0,3.0,187.0,Baner road,0.05083124485852576,4
4810,Super built-up  Area,0,128.2697082088187,1450.0,2.0,3.0,89.6,Bhandarkar Road,0.027720915995485068,3
4811,Super built-up  Area,1,128.2697082088187,1200.0,4.0,1.0,230.0,Bhavani Peth,0.022938149260584264,4
4812,Built-up  Area,1,98.09597995716035,1367.0,2.0,2.0,62.0,Bibvewadi,0.026133037439498002,2
4813,Built-up  Area,0,135.52584075769704,2254.0,3.0,2.0,170.0,Bopodi,0.04310229381492606,3
4814,Super built-up  Area,1,53.86099730192542,1160.0,2.0,2.0,42.0,Budhwar Peth,0.022172906583000133,2
4815,Plot  Area,1,128.2697082088187,1200.0,4.0,0.0,185.0,Bund Garden Road,0.022938149260584264,1
4816,Super built-up  Area,1,99.09597995716035,1711.0,3.0,3.0,75.0,Camp,0.032714124466721506,3
4817,Plot  Area,1,128.2697082088187,750.0,6.0,3.0,112.0,Chandan Nagar,0.014329169137762813,1
4818,Super built-up  Area,1,51.87343364353085,1120.0,2.0,2.0,37.97,Dapodi,0.021407663905416006,2
4819,Super built-up  Area,1,65.86532665238678,950.0,2.0,1.0,47.0,Deccan Gymkhana,0.018155382525683456,2
4820,Built-up  Area,1,117.94530995002042,1560.0,2.0,2.0,145.0,Dehu Road,0.02982533335884142,2
4821,Super built-up  Area,1,128.2697082088187,1250.0,15.0,0.0,125.0,Dhankawadi,0.023894702607564423,14
4822,Super built-up  Area,0,128.2697082088187,1225.0,2.0,2.0,60.0,Dhayari Phata,0.023416425934074343,2
4823,Plot  Area,1,128.2697082088187,1200.0,2.0,0.0,66.0,Dhole Patil Road,0.022938149260584264,1
4824,Built-up  Area,1,103.33398246251531,1340.0,2.0,3.0,77.0,Erandwane,0.025616498632128715,2
4825,Super built-up  Area,1,249.6112347547648,1846.0,3.0,3.0,145.0,Fatima Nagar,0.035296818503567945,3
4826,Super built-up  Area,1,128.2697082088187,1155.0,2.0,1.0,46.0,Fergusson College Road,0.022077251248302118,2
4827,Super built-up  Area,0,67.37528237381245,1205.0,2.0,1.0,70.0,Ganesh Peth,0.02303380459528228,2
4828,Super built-up  Area,1,60.951285864713086,1140.0,2.0,1.0,36.0,Ganeshkhind,0.02179028524420807,2
4829,Super built-up  Area,1,51.87343364353085,1140.0,2.0,2.0,38.65,Ghorpade Peth,0.02179028524420807,2
4830,Super built-up  Area,1,74.81783536154788,1300.0,2.0,1.0,63.0,Ghorpadi,0.024851255954544585,3
4831,Super built-up  Area,1,103.77864328335374,1051.0,2.0,2.0,60.0,Gokhale Nagar,0.020087620286583383,2
4832,Super built-up  Area,1,128.2697082088187,1134.0,2.0,1.0,45.36,Gultekdi,0.02167549884257045,2
4833,Super built-up  Area,1,260.51321997693253,2500.0,4.0,1.0,260.0,Guruwar peth,0.04780853628206845,3
4834,Plot  Area,0,1013.7671859700122,12000.0,9.0,2.0,1900.0,Hadapsar,0.22955367220829906,1
4835,Built-up  Area,1,91.76026567144606,1135.0,2.0,2.0,32.91,Hadapsar Industrial Estate,0.021694629909510054,2
4836,Built-up  Area,1,128.2697082088187,1745.0,3.0,2.0,77.0,Hingne Khurd,0.033364580742668015,3
4837,Plot  Area,1,128.2697082088187,500.0,5.0,2.0,92.0,Jangali Maharaj Road,0.009546402402862008,1
4838,Super built-up  Area,1,111.27864328335374,1665.0,3.0,2.0,105.0,Kalyani Nagar,0.03183409538749976,3
4839,Super built-up  Area,0,101.9103099500204,1220.0,2.0,2.0,48.79,Karve Nagar,0.023320770599376327,2
4840,Super built-up  Area,0,128.2697082088187,1868.0,3.0,2.0,113.0,Karve Road,0.03571770197623921,3
4841,Built-up  Area,1,128.2697082088187,640.0,3.0,0.0,45.0,Kasba Peth,0.012224751774406458,1
4842,Plot  Area,1,128.2697082088187,2300.0,4.0,2.0,200.0,Katraj,0.04398232289414781,1
4843,Super built-up  Area,0,128.2697082088187,1210.0,2.0,1.0,76.0,Khadaki,0.023129459929980296,2
4844,Super built-up  Area,1,104.96353996668027,1351.0,2.0,1.0,77.0,Khadki,0.02582694036846435,2
4845,Super built-up  Area,0,109.93353996668027,1636.0,3.0,1.0,119.0,Kharadi,0.031279294446251264,3
4846,Plot  Area,1,128.2697082088187,2400.0,6.0,1.0,450.0,Kondhwa,0.045895429588108126,1
4847,Super built-up  Area,1,77.74398920770173,1464.0,2.0,2.0,56.0,Kondhwa Budruk,0.027988750932639514,2
4848,Built-up  Area,1,42.08363880588956,418.0,1.0,1.0,12.0,Kondhwa Khurd,0.007977654913814544,1
4849,Built-up  Area,1,84.9594502939431,1339.0,2.0,2.0,62.0,Koregaon Park,0.02559736756518911,2
4850,Super built-up  Area,0,154.96718597001225,2370.0,4.0,2.0,195.0,Kothrud,0.04532149757992003,3
4851,Super built-up  Area,1,82.69272945790118,1530.0,2.0,2.0,74.5,Law College Road,0.029251401350653326,3
4852,Super built-up  Area,1,101.44530995002042,1100.0,2.0,1.0,46.0,Laxmi Road,0.02102504256662394,2
4853,Super built-up  Area,1,128.2697082088187,1350.0,3.0,2.0,58.0,Lulla Nagar,0.025807809301524747,3
4854,Super built-up  Area,1,95.38169424287464,1290.0,2.0,2.0,52.0,Mahatma Gandhi Road,0.024659945285148553,2
4855,Built-up  Area,0,128.2697082088187,1220.0,2.0,1.0,35.23,Mangalwar peth,0.023320770599376327,3
4856,Super built-up  Area,1,119.61197661668707,1846.0,3.0,2.0,155.0,Manik Bagh,0.035296818503567945,3
4857,Super built-up  Area,1,121.97812398000816,1847.0,3.0,2.0,135.0,Market yard,0.03531594957050755,3
4858,Plot  Area,1,365.6393216416769,3100.0,4.0,2.0,350.0,Model colony,0.059287176445830383,1
4859,Super built-up  Area,0,104.76106199000408,1430.0,2.0,2.0,110.0,Mukund Nagar,0.027338294656693005,2
4860,Super built-up  Area,0,67.91886623125765,935.0,2.0,1.0,45.0,Mundhawa,0.01786841652158941,2
4861,Plot  Area,1,128.2697082088187,1350.0,3.0,1.0,85.0,Nagar Road,0.025807809301524747,1
4862,Built-up  Area,1,128.2697082088187,540.0,3.0,1.0,60.0,Nana Peth,0.010311645080446137,1
4863,Super built-up  Area,0,104.64648246251531,1590.0,3.0,2.0,96.5,Narayan Peth,0.03039926536702952,3
4864,Built-up  Area,0,128.2697082088187,1286.0,3.0,1.0,67.0,Narayangaon,0.02458342101739014,3
4865,Built-up  Area,1,128.2697082088187,1141.0,2.0,2.0,40.0,Navi Peth,0.021809416311147672,2
4866,Super built-up  Area,1,128.2697082088187,1554.0,3.0,3.0,130.0,Padmavati,0.029710546957203803,2
4867,Built-up  Area,1,263.0516815153941,3520.0,3.0,3.0,430.0,Parvati Darshan,0.06732222456046373,3
4868,Super built-up  Area,0,128.2697082088187,7500.0,7.0,3.0,1700.0,Pashan,0.14346387098008456,5
4869,Super built-up  Area,1,128.2697082088187,1749.0,3.0,2.0,112.0,Paud Road,0.03344110501042643,3
4870,Plot  Area,1,128.2697082088187,2250.0,5.0,1.0,360.0,Pirangut,0.04302576954716764,1
4871,Carpet  Area,1,128.2697082088187,1140.0,2.0,3.0,45.0,Prabhat Road,0.02179028524420807,2
4872,Plot  Area,1,119.90513283572304,1632.0,3.0,1.0,128.0,Pune Railway Station,0.031202770178492854,1
4873,Super built-up  Area,1,89.95312281430321,1000.0,2.0,1.0,41.0,Rasta Peth,0.01911193587266362,3
4874,Super built-up  Area,1,103.44530995002042,1065.0,2.0,1.0,58.0,Raviwar Peth,0.02035545522373783,2
4875,Super built-up  Area,0,102.7643745864898,1520.0,2.0,2.0,96.0,Sadashiv Peth,0.029060090681257294,3
4876,Super built-up  Area,1,48.08457926727495,1075.0,2.0,1.0,43.0,Sahakar Nagar,0.02054676589313386,3
4877,Built-up  Area,1,128.2697082088187,5.0,7.0,3.0,115.0,Salunke Vihar,7.652426775841288e-05,7
4878,Built-up  Area,1,102.50530995002042,1539.0,2.0,2.0,52.36,Sasson Road,0.029423580953109756,3
4879,Super built-up  Area,1,145.7454035117719,1342.0,2.0,2.0,115.0,Satara Road,0.02565476076600792,2
4880,Super built-up  Area,1,101.94530995002042,1004.0,2.0,1.0,49.0,Senapati Bapat Road,0.019188460140422033,2
4881,Super built-up  Area,1,107.52455138573178,1295.0,2.0,2.0,95.0,Shaniwar Peth,0.02475560061984657,2
4882,Super built-up  Area,0,84.79039744909315,1098.0,2.0,1.0,74.0,Shivaji Nagar,0.020986780432744736,2
4883,Super built-up  Area,1,128.2697082088187,1070.0,2.0,1.0,45.5,Shukrawar Peth,0.020451110558435844,2
4884,Super built-up  Area,1,128.2697082088187,1016.0,2.0,2.0,40.0,Sinhagad Road,0.01941803294369727,2
4885,Built-up  Area,1,105.11197661668707,1450.0,3.0,1.0,68.0,Somwar Peth,0.027720915995485068,3
4886,Super built-up  Area,0,65.92627903333917,654.0,1.0,1.0,37.0,Swargate,0.012492586711560904,1
4887,Super built-up  Area,1,128.2697082088187,5985.0,4.0,2.0,775.0,Tilak Road,0.11448030456658567,4
4888,Super built-up  Area,0,128.2697082088187,1080.0,2.0,2.0,38.0,Uruli Devachi,0.020642421227831876,2
4889,Super built-up  Area,0,92.35653270001113,1046.0,2.0,1.0,75.0,Vadgaon Budruk,0.019991964951885367,2
4890,Super built-up  Area,1,113.9726549750102,1950.0,3.0,3.0,165.0,Wadgaon Sheri,0.037286449465286677,3
4891,Super built-up  Area,0,92.44491947949031,1610.0,3.0,1.0,84.53,Viman Nagar,0.030781886705821583,3
4892,Super built-up  Area,1,128.2697082088187,2493.0,3.0,2.0,115.0,Vishrant Wadi,0.04767461881349123,3
4893,Super built-up  Area,0,62.12649498929009,1151.0,2.0,2.0,50.5,Wagholi,0.022000726980543703,2
4894,Super built-up  Area,1,103.44530995002042,1125.0,2.0,1.0,58.0,Wakadewadi,0.021503319240114022,2
4895,Super built-up  Area,0,128.2697082088187,992.0,2.0,2.0,25.79,Wanowrie,0.018958887337146794,2
4896,Super built-up  Area,1,128.2697082088187,1000.0,3.0,2.0,60.0,Warje,0.01911193587266362,2
4897,Plot  Area,1,128.2697082088187,2400.0,3.0,2.0,510.0,Yerawada,0.045895429588108126,1
4898,Super built-up  Area,1,108.77864328335374,1850.0,3.0,2.0,90.0,Alandi Road,0.03537334277132636,3
4899,Super built-up  Area,1,98.20224561562884,1174.0,2.0,1.0,75.0,Ambegaon Budruk,0.02244074152015458,2
4900,Super built-up  Area,1,128.2697082088187,1100.0,2.0,1.0,45.0,Aundh,0.02102504256662394,2
4901,Super built-up  Area,1,128.2697082088187,1095.0,2.0,1.0,38.33,Aundh Road,0.020929387231925924,2
4902,Super built-up  Area,0,128.2697082088187,3580.0,3.0,1.0,411.0,Balaji Nagar,0.06847008857683994,3
4903,Plot  Area,0,128.2697082088187,900.0,4.0,3.0,155.0,Baner,0.017198829178703297,1
4904,Super built-up  Area,1,128.2697082088187,1082.0,2.0,0.0,42.0,Baner road,0.020680683361711083,3
4905,Super built-up  Area,1,128.2697082088187,1350.0,2.0,3.0,47.24,Bhandarkar Road,0.025807809301524747,3
4906,Super built-up  Area,0,104.90128586471309,1314.0,2.0,2.0,78.0,Bhavani Peth,0.02511909089169903,2
4907,Super built-up  Area,0,128.2697082088187,1290.0,2.0,3.0,40.63,Bibvewadi,0.024659945285148553,2
4908,Super built-up  Area,1,102.94530995002042,1010.0,2.0,2.0,55.0,Bopodi,0.01930324654205965,2
4909,Built-up  Area,1,128.2697082088187,2200.0,2.0,0.0,110.0,Budhwar Peth,0.042069216200187484,1
4910,Built-up  Area,1,128.2697082088187,1636.0,3.0,2.0,97.0,Bund Garden Road,0.031279294446251264,3
4911,Super built-up  Area,0,128.2697082088187,1050.0,2.0,2.0,39.0,Camp,0.02006848921964378,2
4912,Plot  Area,1,128.2697082088187,1200.0,2.0,2.0,200.0,Chandan Nagar,0.022938149260584264,1
4913,Super built-up  Area,0,102.7643745864898,1520.0,2.0,2.0,125.0,Dapodi,0.029060090681257294,3
4914,Super built-up  Area,1,128.2697082088187,2500.0,5.0,2.0,110.0,Deccan Gymkhana,0.04780853628206845,5
4915,Super built-up  Area,0,88.83398246251531,1067.0,2.0,1.0,60.0,Dehu Road,0.020393717357617035,2
4916,Built-up  Area,1,128.2697082088187,1060.0,2.0,2.0,35.0,Dhankawadi,0.020259799889039812,2
4917,Super built-up  Area,0,59.72690271364193,955.0,2.0,1.0,35.28,Dhayari Phata,0.018251037860381472,2
4918,Super built-up  Area,1,163.15485463750218,1418.0,2.0,2.0,104.0,Dhole Patil Road,0.027108721853417766,2
4919,Plot  Area,1,128.2697082088187,1200.0,8.0,2.0,225.0,Erandwane,0.022938149260584264,1
4920,Built-up  Area,1,128.2697082088187,700.0,1.0,0.0,19.4,Fatima Nagar,0.013372615790782652,2
4921,Super built-up  Area,0,121.63479064667483,1366.0,2.0,1.0,83.0,Fergusson College Road,0.026113906372558397,2
4922,Built-up  Area,1,99.61697661668707,1090.0,2.0,2.0,35.03,Ganesh Peth,0.020833731897227908,2
4923,Built-up  Area,1,72.37968691154317,1250.0,3.0,2.0,58.0,Ganeshkhind,0.023894702607564423,3
4924,Super built-up  Area,1,128.2697082088187,3600.0,4.0,3.0,450.0,Ghorpade Peth,0.068852709915632,4
4925,Super built-up  Area,0,128.2697082088187,950.0,2.0,1.0,33.0,Ghorpadi,0.018155382525683456,2
4926,Super built-up  Area,1,133.9589824625153,1470.0,2.0,2.0,170.0,Gokhale Nagar,0.02810353733427713,2
4927,Super built-up  Area,1,128.2697082088187,1250.0,2.0,2.0,40.0,Gultekdi,0.023894702607564423,2
4928,Plot  Area,1,128.2697082088187,800.0,4.0,1.0,180.0,Guruwar peth,0.015285722484742975,1
4929,Super built-up  Area,1,103.02011623125766,1494.0,2.0,2.0,94.55,Hadapsar,0.02856268294082761,3
4930,Built-up  Area,0,95.71279064667483,1445.0,2.0,1.0,105.0,Hadapsar Industrial Estate,0.027625260660787052,3
4931,Super built-up  Area,1,107.52696067931457,1397.0,3.0,3.0,105.0,Hingne Khurd,0.026706969447686097,3
4932,Super built-up  Area,0,100.69679064667483,606.0,1.0,1.0,40.0,Jangali Maharaj Road,0.011574295498459949,1
4933,Built-up  Area,1,68.42621442778459,861.0,2.0,1.0,34.5,Kalyani Nagar,0.016452717568058772,2
4934,Super built-up  Area,1,128.2697082088187,1170.0,2.0,2.0,40.0,Karve Nagar,0.022364217252396165,2
4935,Super built-up  Area,0,183.40798441112472,2461.0,6.0,2.0,353.0,Karve Road,0.04706242467142392,4
4936,Super built-up  Area,1,106.27864328335374,1205.0,2.0,1.0,75.0,Kasba Peth,0.02303380459528228,2
4937,Plot  Area,1,128.2697082088187,1224.0,4.0,0.0,200.0,Katraj,0.02339729486713474,1
4938,Built-up  Area,1,128.2697082088187,660.0,1.0,0.0,75.0,Khadaki,0.012607373113198523,1
4939,Super built-up  Area,1,128.2697082088187,1153.0,2.0,2.0,43.5,Khadki,0.02203898911442291,2
4940,Plot  Area,1,128.2697082088187,2400.0,5.0,3.0,275.0,Kharadi,0.045895429588108126,1
4941,Super built-up  Area,0,174.64843665000683,4500.0,7.0,3.0,294.0,Kondhwa,0.0860706701612749,5
4942,Super built-up  Area,1,104.11197661668707,1200.0,2.0,2.0,62.0,Kondhwa Budruk,0.022938149260584264,2
4943,Built-up  Area,1,100.77864328335374,1450.0,3.0,3.0,42.0,Kondhwa Khurd,0.027720915995485068,3
4944,Super built-up  Area,1,75.01267659811552,1139.0,2.0,2.0,60.0,Koregaon Park,0.021771154177268465,2
4945,Super built-up  Area,1,111.58398246251531,1530.0,3.0,2.0,105.0,Kothrud,0.029251401350653326,3
4946,Plot  Area,0,128.2697082088187,825.0,6.0,2.0,400.0,Law College Road,0.015763999158233056,1
4947,Super built-up  Area,1,97.20552766924018,1575.0,3.0,3.0,101.0,Laxmi Road,0.030112299362935472,3
4948,Super built-up  Area,1,82.45898246251531,650.0,1.0,1.0,25.0,Lulla Nagar,0.012416062443802492,1
4949,Super built-up  Area,0,128.2697082088187,1120.0,2.0,2.0,40.0,Mahatma Gandhi Road,0.021407663905416006,2
4950,Super built-up  Area,1,107.11197661668707,1700.0,3.0,1.0,80.0,Mangalwar peth,0.032503682730385876,3
4951,Super built-up  Area,1,101.77864328335374,1090.0,2.0,2.0,48.0,Manik Bagh,0.020833731897227908,2
4952,Super built-up  Area,1,128.2697082088187,1897.0,4.0,2.0,93.0,Market yard,0.03627250291748771,3
4953,Plot  Area,0,102.45898246251531,1200.0,3.0,2.0,72.0,Model colony,0.022938149260584264,1
4954,Super built-up  Area,0,49.165813943422656,700.0,2.0,1.0,40.0,Mukund Nagar,0.013372615790782652,2
4955,Super built-up  Area,0,77.46387822647418,1437.0,2.0,1.0,71.13,Mundhawa,0.027472212125270228,2
4956,Super built-up  Area,1,128.2697082088187,1856.0,3.0,1.0,120.0,Nagar Road,0.03548812917296398,3
4957,Plot  Area,1,128.2697082088187,1500.0,2.0,0.0,65.0,Nana Peth,0.02867746934246523,1
4958,Super built-up  Area,0,70.77904524737487,1036.0,2.0,1.0,59.45,Narayan Peth,0.019800654282489335,2
4959,Super built-up  Area,1,128.2697082088187,3000.0,8.0,2.0,90.0,Narayangaon,0.05737406975187006,6
4960,Super built-up  Area,1,88.83398246251531,1125.0,2.0,2.0,40.0,Navi Peth,0.021503319240114022,2
4961,Super built-up  Area,0,128.2697082088187,1320.0,2.0,3.0,55.44,Padmavati,0.02523387729333665,3
4962,Super built-up  Area,1,260.2985189315854,2215.0,4.0,1.0,310.0,Parvati Darshan,0.042356182204281535,3
4963,Super built-up  Area,1,35.31799516207319,660.0,1.0,1.0,16.0,Pashan,0.012607373113198523,2
4964,Super built-up  Area,1,128.2697082088187,1730.0,3.0,3.0,110.0,Paud Road,0.03307761473857397,3
4965,Plot  Area,1,128.2697082088187,750.0,4.0,0.0,85.0,Pirangut,0.014329169137762813,1
